transcript,moduleColor,cluster_id
AT2G47450.1,red,6A
AT2G47750.1,red,6A
AT2G48030.1,red,6A
AT3G01510.1,red,6A
AT3G01650.1,red,6A
AT3G01690.1,red,6A
AT3G02170.1,red,6A
AT3G02520.1,red,6A
AT3G02640.1,red,6A
AT3G03820.1,red,6A
AT3G03840.1,red,6A
AT3G04730.1,red,6A
AT3G06070.1,red,6A
AT3G06190.1,red,6A
AT3G06330.1,red,6A
AT3G06470.1,red,6A
AT3G06730.1,red,6A
AT3G06950.1,red,6A
AT3G07340.1,red,6A
AT3G07350.1,red,6A
AT3G07540.1,red,6A
AT3G08740.1,red,6A
AT3G08785.1,red,6A
AT3G08920.1,red,6A
AT3G08940.1,red,6A
AT3G08940.2,red,6A
AT3G09210.1,red,6A
AT3G09580.1,red,6A
AT3G09900.1,red,6A
AT3G10720.2,red,6A
AT3G11690.1,red,6A
AT3G11900.1,red,6A
AT3G12150.1,red,6A
AT3G12300.1,red,6A
AT3G12345.1,red,6A
AT3G12930.1,red,6A
AT3G13740.1,red,6A
AT3G13980.1,red,6A
AT3G14240.1,red,6A
AT3G14760.1,red,6A
AT3G14930.1,red,6A
AT3G15770.2,red,6A
AT3G16130.1,red,6A
AT3G16140.1,red,6A
AT3G16240.1,red,6A
AT3G16460.1,red,6A
AT3G16690.3,red,6A
AT3G16800.2,red,6A
AT3G17350.1,red,6A
AT3G18773.1,red,6A
AT3G19380.1,red,6A
AT3G19680.1,red,6A
AT3G20820.1,red,6A
AT3G23080.1,red,6A
AT3G23710.1,red,6A
AT3G23730.1,red,6A
AT3G24450.1,red,6A
AT3G26030.1,red,6A
AT3G26280.1,red,6A
AT3G26520.1,red,6A
AT3G26760.1,red,6A
AT3G27690.1,red,6A
AT3G27690.2,red,6A
AT3G28200.1,red,6A
AT3G29810.1,red,6A
AT3G30180.1,red,6A
AT3G44610.1,red,6A
AT3G47000.1,red,6A
AT3G47470.1,red,6A
AT3G47490.1,red,6A
AT3G47500.1,red,6A
AT3G47620.1,red,6A
AT3G48390.1,red,6A
AT3G48730.1,red,6A
AT3G50060.1,red,6A
AT3G50270.1,red,6A
AT3G50750.1,red,6A
AT3G50830.1,red,6A
AT3G50840.1,red,6A
AT3G51030.1,red,6A
AT3G51920.1,red,6A
AT3G52150.1,red,6A
AT3G53470.2,red,6A
AT3G54090.1,red,6A
AT3G54400.1,red,6A
AT3G54560.1,red,6A
AT3G54890.1,red,6A
AT3G54890.2,red,6A
AT3G54900.1,red,6A
AT3G55430.1,red,6A
AT3G55580.1,red,6A
AT3G56330.1,red,6A
AT3G56910.1,red,6A
AT3G57560.1,red,6A
AT3G57870.1,red,6A
AT3G57890.1,red,6A
AT3G58120.1,red,6A
AT3G58140.1,red,6A
AT3G58490.1,red,6A
AT3G58620.1,red,6A
AT3G58850.1,red,6A
AT3G59060.1,red,6A
AT3G59080.1,red,6A
AT3G60980.1,red,6A
AT3G61050.2,red,6A
AT3G61060.1,red,6A
AT3G61470.1,red,6A
AT3G61580.1,red,6A
AT3G61630.1,red,6A
AT3G61640.1,red,6A
AT3G62070.1,red,6A
AT3G62930.1,red,6A
AT3G63190.1,red,6A
AT4G01310.1,red,6A
AT4G01330.1,red,6A
AT4G01330.2,red,6A
AT4G01690.1,red,6A
AT4G02210.1,red,6A
AT4G02770.1,red,6A
AT4G03190.1,red,6A
AT4G03415.1,red,6A
AT4G04455.1,red,6A
AT4G04970.1,red,6A
AT4G05180.2,red,6A
AT4G05320.1,red,6A
AT4G05320.3,red,6A
AT4G08920.1,red,6A
AT4G09040.1,red,6A
AT4G10340.1,red,6A
AT4G10770.1,red,6A
AT4G10790.1,red,6A
AT4G10920.2,red,6A
AT4G11330.1,red,6A
AT4G11740.1,red,6A
AT4G12420.1,red,6A
AT4G13010.1,red,6A
AT4G14500.1,red,6A
AT4G15670.1,red,6A
AT4G15680.1,red,6A
AT4G15920.1,red,6A
AT4G16000.1,red,6A
AT4G17245.1,red,6A
AT4G17460.1,red,6A
AT4G17810.1,red,6A
AT4G18260.1,red,6A
AT4G18480.1,red,6A
AT4G18700.1,red,6A
AT4G18970.1,red,6A
AT4G19170.1,red,6A
AT4G19420.1,red,6A
AT4G20140.1,red,6A
AT4G20820.1,red,6A
AT4G22190.1,red,6A
AT4G22360.1,red,6A
AT4G23290.2,red,6A
AT4G23300.1,red,6A
AT4G23400.1,red,6A
AT4G24140.1,red,6A
AT4G24770.1,red,6A
AT4G24780.1,red,6A
AT4G25050.1,red,6A
AT4G25080.3,red,6A
AT4G25080.5,red,6A
AT4G26540.1,red,6A
AT4G26680.1,red,6A
AT4G26690.1,red,6A
AT4G27260.1,red,6A
AT4G27310.1,red,6A
AT4G27320.1,red,6A
AT4G27410.2,red,6A
AT4G27710.1,red,6A
AT4G28300.1,red,6A
AT4G28750.1,red,6A
AT4G28755.1,red,6A
AT4G28860.1,red,6A
AT4G29310.1,red,6A
AT4G30580.1,red,6A
AT4G30780.1,red,6A
AT4G30790.1,red,6A
AT4G32020.1,red,6A
AT4G32030.1,red,6A
AT4G32890.1,red,6A
AT4G32950.1,red,6A
AT4G33250.1,red,6A
AT4G33666.1,red,6A
AT4G34220.1,red,6A
AT4G34250.1,red,6A
AT4G34260.1,red,6A
AT4G34730.1,red,6A
AT4G35100.1,red,6A
AT4G35140.1,red,6A
AT4G35470.1,red,6A
AT4G35840.1,red,6A
AT4G36030.1,red,6A
AT4G36040.1,red,6A
AT4G36380.1,red,6A
AT4G36730.1,red,6A
AT4G37190.1,red,6A
AT4G37510.1,red,6A
AT4G38020.1,red,6A
AT4G38690.1,red,6A
AT4G38850.1,red,6A
AT4G38860.1,red,6A
AT4G38900.2,red,6A
AT4G39400.1,red,6A
AT4G39640.1,red,6A
AT5G01460.1,red,6A
AT5G01530.1,red,6A
AT5G01820.1,red,6A
AT5G02810.1,red,6A
AT5G02820.1,red,6A
AT5G03150.1,red,6A
AT5G03230.1,red,6A
AT5G03355.1,red,6A
AT5G04230.1,red,6A
AT5G04490.1,red,6A
AT5G05690.1,red,6A
AT5G06970.1,red,6A
AT5G07000.1,red,6A
AT5G08280.1,red,6A
AT5G08330.1,red,6A
AT5G08540.1,red,6A
AT5G10180.1,red,6A
AT5G10570.1,red,6A
AT5G10930.1,red,6A
AT5G12050.1,red,6A
AT5G12850.1,red,6A
AT5G12940.1,red,6A
AT5G13760.1,red,6A
AT5G14120.1,red,6A
AT5G14170.1,red,6A
AT5G14430.1,red,6A
AT5G14460.1,red,6A
AT5G15350.1,red,6A
AT5G15410.1,red,6A
AT5G16030.3,red,6A
AT5G16400.1,red,6A
AT5G16410.1,red,6A
AT5G16590.1,red,6A
AT5G16810.1,red,6A
AT5G18020.1,red,6A
AT5G18030.1,red,6A
AT5G18080.1,red,6A
AT5G18630.1,red,6A
AT5G18630.2,red,6A
AT5G18790.1,red,6A
AT5G19120.1,red,6A
AT5G19190.1,red,6A
AT5G19940.1,red,6A
AT5G19990.3,red,6A
AT5G20180.1,red,6A
AT5G20250.4,red,6A
AT5G22920.1,red,6A
AT5G23860.1,red,6A
AT5G24030.1,red,6A
AT5G24300.1,red,6A
AT5G25900.1,red,6A
AT5G28770.1,red,6A
AT5G28770.2,red,6A
AT5G32450.1,red,6A
AT5G36910.1,red,6A
AT5G38040.1,red,6A
AT5G38480.1,red,6A
AT5G39080.1,red,6A
AT5G39090.1,red,6A
AT5G39860.1,red,6A
AT5G40890.1,red,6A
AT5G40950.1,red,6A
AT5G41800.1,red,6A
AT5G42250.1,red,6A
AT5G44190.1,red,6A
AT5G45670.1,red,6A
AT5G45700.1,red,6A
AT5G45930.1,red,6A
AT5G47190.1,red,6A
AT5G47570.1,red,6A
AT5G48900.1,red,6A
AT5G49360.1,red,6A
AT5G49730.1,red,6A
AT5G49730.2,red,6A
AT5G50950.2,red,6A
AT5G51670.1,red,6A
AT5G52580.1,red,6A
AT5G52900.1,red,6A
AT5G52920.1,red,6A
AT5G52960.1,red,6A
AT5G54145.1,red,6A
AT5G54160.1,red,6A
AT5G54270.1,red,6A
AT5G54510.1,red,6A
AT5G54530.1,red,6A
AT5G54585.1,red,6A
AT5G55830.1,red,6A
AT5G55970.2,red,6A
AT5G56100.1,red,6A
AT5G56900.2,red,6A
AT5G57040.1,red,6A
AT5G57345.1,red,6A
AT5G57660.1,red,6A
AT5G57780.1,red,6A
AT5G58070.1,red,6A
AT5G58250.1,red,6A
AT5G58650.1,red,6A
AT5G59780.1,red,6A
AT5G59780.2,red,6A
AT5G60780.1,red,6A
AT5G60840.1,red,6A
AT5G60850.1,red,6A
AT5G60860.1,red,6A
AT5G62020.1,red,6A
AT5G62280.1,red,6A
AT5G62460.1,red,6A
AT5G62920.1,red,6A
AT5G63570.1,red,6A
AT5G64040.1,red,6A
AT5G64040.2,red,6A
AT5G64170.1,red,6A
AT5G64170.2,red,6A
AT5G64240.2,red,6A
AT5G64260.1,red,6A
AT5G66200.1,red,6A
AT5G66570.1,red,6A
AT5G66590.1,red,6A
AT5G67520.1,red,6A
AT1G01060.1,turquoise,7A
AT1G01060.4,turquoise,7A
AT1G01070.1,turquoise,7A
AT1G01190.1,turquoise,7A
AT1G01190.2,turquoise,7A
AT1G01540.2,turquoise,7A
AT1G02820.1,turquoise,7A
AT1G02870.1,turquoise,7A
AT1G03110.1,turquoise,7A
AT1G03360.1,turquoise,7A
AT1G03365.1,turquoise,7A
AT1G03440.1,turquoise,7A
AT1G03495.1,turquoise,7A
AT1G03530.1,turquoise,7A
AT1G03630.1,turquoise,7A
AT1G03760.1,turquoise,7A
AT1G04170.1,turquoise,7A
AT1G04190.1,turquoise,7A
AT1G04210.1,turquoise,7A
AT1G04220.1,turquoise,7A
AT1G04230.1,turquoise,7A
AT1G04480.1,turquoise,7A
AT1G04510.1,turquoise,7A
AT1G04530.1,turquoise,7A
AT1G04550.2,turquoise,7A
AT1G04900.1,turquoise,7A
AT1G05170.2,turquoise,7A
AT1G05213.1,turquoise,7A
AT1G05470.1,turquoise,7A
AT1G05870.2,turquoise,7A
AT1G06430.1,turquoise,7A
AT1G06670.1,turquoise,7A
AT1G06690.1,turquoise,7A
AT1G06720.2,turquoise,7A
AT1G06830.1,turquoise,7A
AT1G06900.1,turquoise,7A
AT1G06950.1,turquoise,7A
AT1G07070.1,turquoise,7A
AT1G07150.1,turquoise,7A
AT1G07180.1,turquoise,7A
AT1G07477.1,turquoise,7A
AT1G07485.1,turquoise,7A
AT1G07490.1,turquoise,7A
AT1G07610.1,turquoise,7A
AT1G07780.1,turquoise,7A
AT1G07970.1,turquoise,7A
AT1G08130.1,turquoise,7A
AT1G08220.1,turquoise,7A
AT1G08410.1,turquoise,7A
AT1G08580.1,turquoise,7A
AT1G08610.1,turquoise,7A
AT1G08710.1,turquoise,7A
AT1G09180.1,turquoise,7A
AT1G09253.1,turquoise,7A
AT1G09300.1,turquoise,7A
AT1G09590.1,turquoise,7A
AT1G09830.1,turquoise,7A
AT1G10270.1,turquoise,7A
AT1G10370.1,turquoise,7A
AT1G10490.1,turquoise,7A
AT1G10510.1,turquoise,7A
AT1G10740.1,turquoise,7A
AT1G11580.1,turquoise,7A
AT1G11670.1,turquoise,7A
AT1G11820.2,turquoise,7A
AT1G12000.1,turquoise,7A
AT1G12020.1,turquoise,7A
AT1G12240.1,turquoise,7A
AT1G12580.1,turquoise,7A
AT1G12800.1,turquoise,7A
AT1G13030.1,turquoise,7A
AT1G13080.1,turquoise,7A
AT1G13160.1,turquoise,7A
AT1G13440.1,turquoise,7A
AT1G13650.1,turquoise,7A
AT1G13650.4,turquoise,7A
AT1G13730.1,turquoise,7A
AT1G14610.1,turquoise,7A
AT1G14620.1,turquoise,7A
AT1G14700.1,turquoise,7A
AT1G15030.1,turquoise,7A
AT1G15140.1,turquoise,7A
AT1G15200.4,turquoise,7A
AT1G15290.1,turquoise,7A
AT1G15420.1,turquoise,7A
AT1G15830.1,turquoise,7A
AT1G15870.1,turquoise,7A
AT1G16190.1,turquoise,7A
AT1G16280.1,turquoise,7A
AT1G16300.1,turquoise,7A
AT1G16350.1,turquoise,7A
AT1G16400.1,turquoise,7A
AT1G16410.1,turquoise,7A
AT1G16720.2,turquoise,7A
AT1G16730.1,turquoise,7A
AT1G16870.1,turquoise,7A
AT1G17690.1,turquoise,7A
AT1G17870.1,turquoise,7A
AT1G18060.1,turquoise,7A
AT1G18440.1,turquoise,7A
AT1G18590.1,turquoise,7A
AT1G18773.1,turquoise,7A
AT1G18800.1,turquoise,7A
AT1G18850.1,turquoise,7A
AT1G18910.1,turquoise,7A
AT1G19100.1,turquoise,7A
AT1G19490.1,turquoise,7A
AT1G19520.1,turquoise,7A
AT1G19700.3,turquoise,7A
AT1G19715.1,turquoise,7A
AT1G19720.1,turquoise,7A
AT1G20220.1,turquoise,7A
AT1G20910.1,turquoise,7A
AT1G21065.1,turquoise,7A
AT1G21410.1,turquoise,7A
AT1G21440.1,turquoise,7A
AT1G22850.1,turquoise,7A
AT1G23100.1,turquoise,7A
AT1G23280.1,turquoise,7A
AT1G23730.1,turquoise,7A
AT1G24310.1,turquoise,7A
AT1G24490.1,turquoise,7A
AT1G25260.1,turquoise,7A
AT1G25350.1,turquoise,7A
AT1G26910.1,turquoise,7A
AT1G27120.1,turquoise,7A
AT1G27400.1,turquoise,7A
AT1G27470.1,turquoise,7A
AT1G28130.1,turquoise,7A
AT1G28395.1,turquoise,7A
AT1G28395.5,turquoise,7A
AT1G28395.6,turquoise,7A
AT1G29320.1,turquoise,7A
AT1G29418.1,turquoise,7A
AT1G29560.1,turquoise,7A
AT1G29700.1,turquoise,7A
AT1G29880.1,turquoise,7A
AT1G29940.1,turquoise,7A
AT1G29965.1,turquoise,7A
AT1G30240.2,turquoise,7A
AT1G30470.1,turquoise,7A
AT1G30610.2,turquoise,7A
AT1G30680.1,turquoise,7A
AT1G30960.1,turquoise,7A
AT1G31010.1,turquoise,7A
AT1G31180.1,turquoise,7A
AT1G31230.1,turquoise,7A
AT1G31340.1,turquoise,7A
AT1G31660.1,turquoise,7A
AT1G31770.1,turquoise,7A
AT1G31860.1,turquoise,7A
AT1G31970.1,turquoise,7A
AT1G32200.1,turquoise,7A
AT1G32580.1,turquoise,7A
AT1G32583.1,turquoise,7A
AT1G32740.1,turquoise,7A
AT1G32900.1,turquoise,7A
AT1G34065.1,turquoise,7A
AT1G35290.1,turquoise,7A
AT1G35560.1,turquoise,7A
AT1G42440.1,turquoise,7A
AT1G43170.4,turquoise,7A
AT1G44000.1,turquoise,7A
AT1G44575.3,turquoise,7A
AT1G45110.1,turquoise,7A
AT1G45191.3,turquoise,7A
AT1G45229.2,turquoise,7A
AT1G45332.1,turquoise,7A
AT1G47490.1,turquoise,7A
AT1G47500.1,turquoise,7A
AT1G47530.1,turquoise,7A
AT1G48100.1,turquoise,7A
AT1G48570.1,turquoise,7A
AT1G48860.1,turquoise,7A
AT1G49430.1,turquoise,7A
AT1G49580.1,turquoise,7A
AT1G49760.1,turquoise,7A
AT1G50140.1,turquoise,7A
AT1G50920.1,turquoise,7A
AT1G51340.5,turquoise,7A
AT1G51380.1,turquoise,7A
AT1G52510.1,turquoise,7A
AT1G52930.1,turquoise,7A
AT1G52980.1,turquoise,7A
AT1G53090.1,turquoise,7A
AT1G53240.1,turquoise,7A
AT1G53250.1,turquoise,7A
AT1G53645.1,turquoise,7A
AT1G54010.1,turquoise,7A
AT1G55020.1,turquoise,7A
AT1G55490.2,turquoise,7A
AT1G55750.6,turquoise,7A
AT1G55890.1,turquoise,7A
AT1G55900.1,turquoise,7A
AT1G55920.1,turquoise,7A
AT1G55960.1,turquoise,7A
AT1G56110.1,turquoise,7A
AT1G56430.1,turquoise,7A
AT1G57770.1,turquoise,7A
AT1G57860.1,turquoise,7A
AT1G58080.1,turquoise,7A
AT1G58380.1,turquoise,7A
AT1G59990.1,turquoise,7A
AT1G60000.1,turquoise,7A
AT1G60080.1,turquoise,7A
AT1G60640.1,turquoise,7A
AT1G60640.2,turquoise,7A
AT1G60650.1,turquoise,7A
AT1G61570.1,turquoise,7A
AT1G61580.1,turquoise,7A
AT1G61600.1,turquoise,7A
AT1G61870.1,turquoise,7A
AT1G62180.1,turquoise,7A
AT1G62180.2,turquoise,7A
AT1G62390.1,turquoise,7A
AT1G62422.1,turquoise,7A
AT1G62960.1,turquoise,7A
AT1G63250.1,turquoise,7A
AT1G63660.1,turquoise,7A
AT1G63680.1,turquoise,7A
AT1G63780.1,turquoise,7A
AT1G63810.1,turquoise,7A
AT1G64050.1,turquoise,7A
AT1G64400.1,turquoise,7A
AT1G64490.1,turquoise,7A
AT1G64500.1,turquoise,7A
AT1G64600.1,turquoise,7A
AT1G64860.1,turquoise,7A
AT1G64880.1,turquoise,7A
AT1G65860.1,turquoise,7A
AT1G65870.1,turquoise,7A
AT1G66130.1,turquoise,7A
AT1G66250.1,turquoise,7A
AT1G66330.1,turquoise,7A
AT1G66520.1,turquoise,7A
AT1G66580.1,turquoise,7A
AT1G67040.2,turquoise,7A
AT1G67230.1,turquoise,7A
AT1G67340.1,turquoise,7A
AT1G67870.1,turquoise,7A
AT1G68400.1,turquoise,7A
AT1G68440.1,turquoise,7A
AT1G68790.1,turquoise,7A
AT1G68990.1,turquoise,7A
AT1G69070.2,turquoise,7A
AT1G69200.1,turquoise,7A
AT1G69700.1,turquoise,7A
AT1G70100.1,turquoise,7A
AT1G70180.2,turquoise,7A
AT1G70260.1,turquoise,7A
AT1G70610.1,turquoise,7A
AT1G70830.1,turquoise,7A
AT1G70830.5,turquoise,7A
AT1G70940.1,turquoise,7A
AT1G70985.1,turquoise,7A
AT1G71040.1,turquoise,7A
AT1G71480.1,turquoise,7A
AT1G71720.1,turquoise,7A
AT1G72040.1,turquoise,7A
AT1G72050.1,turquoise,7A
AT1G72300.1,turquoise,7A
AT1G72430.1,turquoise,7A
AT1G72440.1,turquoise,7A
AT1G72550.1,turquoise,7A
AT1G72750.1,turquoise,7A
AT1G72970.1,turquoise,7A
AT1G73450.1,turquoise,7A
AT1G73490.1,turquoise,7A
AT1G73600.2,turquoise,7A
AT1G73660.1,turquoise,7A
AT1G73670.1,turquoise,7A
AT1G73730.1,turquoise,7A
AT1G73875.1,turquoise,7A
AT1G74030.1,turquoise,7A
AT1G74090.1,turquoise,7A
AT1G74250.1,turquoise,7A
AT1G74260.1,turquoise,7A
AT1G74290.1,turquoise,7A
AT1G74560.1,turquoise,7A
AT1G74850.1,turquoise,7A
AT1G75180.1,turquoise,7A
AT1G75210.1,turquoise,7A
AT1G75280.1,turquoise,7A
AT1G75670.2,turquoise,7A
AT1G76550.1,turquoise,7A
AT1G76810.1,turquoise,7A
AT1G76878.1,turquoise,7A
AT1G76880.1,turquoise,7A
AT1G77030.1,turquoise,7A
AT1G77090.1,turquoise,7A
AT1G77310.1,turquoise,7A
AT1G77550.1,turquoise,7A
AT1G77760.1,turquoise,7A
AT1G78120.1,turquoise,7A
AT1G78230.1,turquoise,7A
AT1G78370.1,turquoise,7A
AT1G78580.4,turquoise,7A
AT1G78650.1,turquoise,7A
AT1G78930.1,turquoise,7A
AT1G79150.1,turquoise,7A
AT1G79470.1,turquoise,7A
AT1G80130.1,turquoise,7A
AT1G80300.1,turquoise,7A
AT1G80410.1,turquoise,7A
AT1G80620.1,turquoise,7A
AT1G80640.1,turquoise,7A
AT1G80750.1,turquoise,7A
AT2G01890.1,turquoise,7A
AT2G01910.1,turquoise,7A
AT2G02820.2,turquoise,7A
AT2G03710.2,turquoise,7A
AT2G03730.1,turquoise,7A
AT2G04030.1,turquoise,7A
AT2G04570.1,turquoise,7A
AT2G04795.1,turquoise,7A
AT2G04850.1,turquoise,7A
AT2G05620.2,turquoise,7A
AT2G05920.1,turquoise,7A
AT2G07325.1,turquoise,7A
AT2G08470.1,turquoise,7A
AT2G08765.1,turquoise,7A
AT2G08915.2,turquoise,7A
AT2G09975.1,turquoise,7A
AT2G11910.2,turquoise,7A
AT2G13540.1,turquoise,7A
AT2G14050.1,turquoise,7A
AT2G14750.1,turquoise,7A
AT2G15000.1,turquoise,7A
AT2G15000.4,turquoise,7A
AT2G15020.1,turquoise,7A
AT2G15790.1,turquoise,7A
AT2G16070.2,turquoise,7A
AT2G16430.2,turquoise,7A
AT2G16570.1,turquoise,7A
AT2G16630.1,turquoise,7A
AT2G17250.1,turquoise,7A
AT2G17410.1,turquoise,7A
AT2G17820.1,turquoise,7A
AT2G18220.1,turquoise,7A
AT2G18510.1,turquoise,7A
AT2G18900.1,turquoise,7A
AT2G19385.1,turquoise,7A
AT2G19490.1,turquoise,7A
AT2G19540.1,turquoise,7A
AT2G19650.1,turquoise,7A
AT2G19670.1,turquoise,7A
AT2G19870.1,turquoise,7A
AT2G20060.1,turquoise,7A
AT2G20280.1,turquoise,7A
AT2G20610.1,turquoise,7A
AT2G21300.1,turquoise,7A
AT2G21320.1,turquoise,7A
AT2G21440.1,turquoise,7A
AT2G21960.1,turquoise,7A
AT2G22200.1,turquoise,7A
AT2G22240.1,turquoise,7A
AT2G23000.1,turquoise,7A
AT2G23070.1,turquoise,7A
AT2G23130.1,turquoise,7A
AT2G23670.1,turquoise,7A
AT2G23672.1,turquoise,7A
AT2G23690.1,turquoise,7A
AT2G24050.1,turquoise,7A
AT2G24100.1,turquoise,7A
AT2G24150.1,turquoise,7A
AT2G24270.1,turquoise,7A
AT2G24500.1,turquoise,7A
AT2G24540.1,turquoise,7A
AT2G24545.3,turquoise,7A
AT2G24990.1,turquoise,7A
AT2G25140.1,turquoise,7A
AT2G25670.1,turquoise,7A
AT2G25870.1,turquoise,7A
AT2G26280.3,turquoise,7A
AT2G26770.2,turquoise,7A
AT2G26800.2,turquoise,7A
AT2G27840.3,turquoise,7A
AT2G28000.1,turquoise,7A
AT2G28105.2,turquoise,7A
AT2G28200.1,turquoise,7A
AT2G28350.1,turquoise,7A
AT2G28600.1,turquoise,7A
AT2G29530.2,turquoise,7A
AT2G29540.2,turquoise,7A
AT2G30040.1,turquoise,7A
AT2G30320.1,turquoise,7A
AT2G30520.3,turquoise,7A
AT2G30820.1,turquoise,7A
AT2G31060.2,turquoise,7A
AT2G31070.1,turquoise,7A
AT2G31410.1,turquoise,7A
AT2G31530.1,turquoise,7A
AT2G31660.1,turquoise,7A
AT2G31750.1,turquoise,7A
AT2G31790.1,turquoise,7A
AT2G32560.1,turquoise,7A
AT2G33210.1,turquoise,7A
AT2G33360.1,turquoise,7A
AT2G34070.1,turquoise,7A
AT2G34260.1,turquoise,7A
AT2G34357.1,turquoise,7A
AT2G34460.1,turquoise,7A
AT2G34570.1,turquoise,7A
AT2G34620.1,turquoise,7A
AT2G34710.1,turquoise,7A
AT2G34720.1,turquoise,7A
AT2G34750.1,turquoise,7A
AT2G35040.1,turquoise,7A
AT2G35800.1,turquoise,7A
AT2G36070.1,turquoise,7A
AT2G36530.1,turquoise,7A
AT2G36630.1,turquoise,7A
AT2G36930.1,turquoise,7A
AT2G36950.1,turquoise,7A
AT2G37190.1,turquoise,7A
AT2G37270.1,turquoise,7A
AT2G37500.1,turquoise,7A
AT2G37600.1,turquoise,7A
AT2G37620.2,turquoise,7A
AT2G37690.1,turquoise,7A
AT2G37990.1,turquoise,7A
AT2G38280.2,turquoise,7A
AT2G38300.1,turquoise,7A
AT2G39250.1,turquoise,7A
AT2G39390.1,turquoise,7A
AT2G39450.1,turquoise,7A
AT2G39730.1,turquoise,7A
AT2G39730.2,turquoise,7A
AT2G39990.1,turquoise,7A
AT2G40150.1,turquoise,7A
AT2G40360.1,turquoise,7A
AT2G40400.2,turquoise,7A
AT2G40430.1,turquoise,7A
AT2G40590.1,turquoise,7A
AT2G40700.1,turquoise,7A
AT2G40900.1,turquoise,7A
AT2G41050.1,turquoise,7A
AT2G41290.1,turquoise,7A
AT2G41310.1,turquoise,7A
AT2G41312.2,turquoise,7A
AT2G41650.1,turquoise,7A
AT2G41670.1,turquoise,7A
AT2G41680.1,turquoise,7A
AT2G42710.1,turquoise,7A
AT2G42770.1,turquoise,7A
AT2G42975.1,turquoise,7A
AT2G43100.1,turquoise,7A
AT2G43110.1,turquoise,7A
AT2G43630.1,turquoise,7A
AT2G43650.1,turquoise,7A
AT2G43710.1,turquoise,7A
AT2G43780.1,turquoise,7A
AT2G43800.1,turquoise,7A
AT2G44270.1,turquoise,7A
AT2G44510.1,turquoise,7A
AT2G44860.1,turquoise,7A
AT2G45000.1,turquoise,7A
AT2G45030.1,turquoise,7A
AT2G45240.1,turquoise,7A
AT2G45270.1,turquoise,7A
AT2G45380.3,turquoise,7A
AT2G45695.1,turquoise,7A
AT2G45730.1,turquoise,7A
AT2G46310.1,turquoise,7A
AT2G46380.1,turquoise,7A
AT2G46650.1,turquoise,7A
AT2G46660.1,turquoise,7A
AT2G46680.1,turquoise,7A
AT2G46820.1,turquoise,7A
AT2G46830.1,turquoise,7A
AT2G47020.1,turquoise,7A
AT2G47220.1,turquoise,7A
AT2G47250.1,turquoise,7A
AT2G47410.2,turquoise,7A
AT2G47490.1,turquoise,7A
AT2G47630.1,turquoise,7A
AT2G47990.1,turquoise,7A
AT3G01160.1,turquoise,7A
AT3G01180.1,turquoise,7A
AT3G01550.1,turquoise,7A
AT3G01800.1,turquoise,7A
AT3G02140.1,turquoise,7A
AT3G02200.2,turquoise,7A
AT3G02220.1,turquoise,7A
AT3G02230.1,turquoise,7A
AT3G02370.3,turquoise,7A
AT3G02380.1,turquoise,7A
AT3G02470.1,turquoise,7A
AT3G02470.3,turquoise,7A
AT3G02530.1,turquoise,7A
AT3G02555.1,turquoise,7A
AT3G02760.1,turquoise,7A
AT3G02860.2,turquoise,7A
AT3G03060.1,turquoise,7A
AT3G03190.1,turquoise,7A
AT3G03200.1,turquoise,7A
AT3G03460.1,turquoise,7A
AT3G03535.1,turquoise,7A
AT3G03780.2,turquoise,7A
AT3G03960.1,turquoise,7A
AT3G04140.1,turquoise,7A
AT3G04650.1,turquoise,7A
AT3G04770.2,turquoise,7A
AT3G05060.1,turquoise,7A
AT3G05165.2,turquoise,7A
AT3G05930.1,turquoise,7A
AT3G06020.1,turquoise,7A
AT3G06145.1,turquoise,7A
AT3G06530.4,turquoise,7A
AT3G06670.1,turquoise,7A
AT3G06680.3,turquoise,7A
AT3G06690.1,turquoise,7A
AT3G06930.1,turquoise,7A
AT3G07050.1,turquoise,7A
AT3G07610.1,turquoise,7A
AT3G07750.1,turquoise,7A
AT3G07785.1,turquoise,7A
AT3G08225.1,turquoise,7A
AT3G08730.1,turquoise,7A
AT3G09720.1,turquoise,7A
AT3G09920.1,turquoise,7A
AT3G10050.1,turquoise,7A
AT3G10060.1,turquoise,7A
AT3G10110.1,turquoise,7A
AT3G10230.1,turquoise,7A
AT3G10530.1,turquoise,7A
AT3G10610.1,turquoise,7A
AT3G10620.1,turquoise,7A
AT3G10670.1,turquoise,7A
AT3G10690.1,turquoise,7A
AT3G11250.1,turquoise,7A
AT3G11410.1,turquoise,7A
AT3G11670.1,turquoise,7A
AT3G11710.1,turquoise,7A
AT3G11830.1,turquoise,7A
AT3G11964.2,turquoise,7A
AT3G12110.1,turquoise,7A
AT3G12270.1,turquoise,7A
AT3G12280.1,turquoise,7A
AT3G12670.1,turquoise,7A
AT3G12860.1,turquoise,7A
AT3G12920.1,turquoise,7A
AT3G13040.1,turquoise,7A
AT3G13230.1,turquoise,7A
AT3G13470.1,turquoise,7A
AT3G13490.1,turquoise,7A
AT3G13510.1,turquoise,7A
AT3G13860.1,turquoise,7A
AT3G13920.1,turquoise,7A
AT3G14390.1,turquoise,7A
AT3G14395.1,turquoise,7A
AT3G14540.1,turquoise,7A
AT3G14770.1,turquoise,7A
AT3G14810.1,turquoise,7A
AT3G14890.1,turquoise,7A
